 (-1.700822440101748114e-11+2.418925818718156701e-09j), (-2.033129113019372221e-12+5.901049004250371727e-09j), (-4.694485764984932854e-13+3.396864146695508199e-08j)
 (-7.894223760587541488e-10+1.647991783518301854e-08j), (-9.437301137382408234e-11+4.020313892503107993e-08j), (-2.179421000276162678e-11+2.314229946391316470e-07j)
 (-3.662172853403455453e-08+1.122662943911002600e-07j), (-4.379016622929318566e-09+2.738249577302347616e-07j), (-1.011486127665751025e-09+1.575824196090358628e-06j)
 (-1.658151157680869882e-06+7.616930028214846045e-07j), (-2.003122925143145156e-07+1.841936966526428165e-06j), (-4.671196906250413120e-08+1.047629357359999775e-05j)
 (-3.607128520952833823e-05+4.395886327329919096e-06j), (-5.649850869831145442e-06+8.202633745988691528e-06j), (-1.773920268977075068e-06+3.394409023458227662e-05j)
 (-6.806254925861532866e-05+5.801057739972541568e-06j), (-1.836769742316173839e-05+6.916066313258205112e-06j), (-1.125206720119537508e-05+1.210843720080945034e-05j)
 (-7.382690187711553136e-05+2.654807483233372098e-06j), (-2.378325564937606415e-05+2.983145180669330372e-06j), (-1.612195627313043806e-05+4.036235082053485463e-06j)
 (-7.631919298105423134e-05+1.200122185512536103e-06j), (-2.574465123041738023e-05+1.325475557459930855e-06j), (-1.799706961643852328e-05+1.749855676713655233e-06j)
 (-7.762631640870203294e-05+4.889087472717138322e-07j), (-2.674845990850992531e-05+5.296326587544886342e-07j), (-1.890219107284980937e-05+7.083512399735732189e-07j)
 (-7.796104096061072498e-05+1.067426671706059366e-07j), (-2.698990131421310590e-05+1.183351143264681738e-07j), (-1.913025319675165246e-05+1.596734929675147428e-07j)
 (-7.798202002316032141e-05+1.605446952749425450e-08j), (-2.700588055707383390e-05+1.802484266978043739e-08j), (-1.914260747039337195e-05+2.423535362401994378e-08j)
 (-7.798250966141781872e-05+2.360896460380534860e-09j), (-2.700625884605696646e-05+2.650732215563874185e-09j), (-1.914288849178675300e-05+3.565124590042208715e-09j)
 (-7.798252023103115921e-05+3.648948926985214824e-10j), (-2.700626701086512437e-05+4.079911387032413261e-10j), (-1.914289455295652452e-05+5.572839330822402893e-10j)
