start_time,Preallocation,Theta0,POD_Real,POD_Imag,Theta1,ROM,SolvedSmallerSystem,Real_Part,Imag_Part,Tensors
1715382614.3672633,1715382838.7419896,1715383000.493883,1715384102.62942,1715384155.742002,1715384155.7432559,1715384208.3431342,1715384208.358794,1715384227.0210211,1715384263.2363803,1715384263.2500598
