start_time,Preallocation,Theta0,POD_Real,POD_Imag,Theta1,ROM,SolvedSmallerSystem,Real_Part,Imag_Part,Tensors
1714289867.6791365,1714290035.044889,1714290206.826315,1714290952.9901288,1714291032.3919647,1714291032.3931942,1714291098.3857813,1714291098.4029746,1714291123.5446348,1714291190.9893236,1714291190.9993696
