start_time,Preallocation,Theta0,POD_Real,POD_Imag,Theta1,ROM,SolvedSmallerSystem,Real_Part,Imag_Part,Tensors
1714651900.5261867,1714652814.0127144,1714656584.5613608,1714660396.5656137,1714660680.4964025,1714660680.5050623,1714661028.6413465,1714661028.6713183,1714661119.1649857,1714661336.7678766,1714661336.7786963
