start_time,Preallocation,Theta0,POD_Real,POD_Imag,Theta1,ROM,SolvedSmallerSystem,Real_Part,Imag_Part,Tensors
1714614213.9472594,1714614285.1568418,1714614356.4054573,1714614666.9008973,1714614701.865771,1714614701.867041,1714614729.2563071,1714614729.2689457,1714614739.1370149,1714614767.3474002,1714614767.3582475
