1.436375398526856811e-15,1.679590369405994519e-15,1.153778016423948944e-14,1.679590369405994519e-15,2.838872684311623239e-15,1.611018095571969993e-14,1.153778016423948944e-14,1.611018095571969993e-14,1.197558669317341941e-14
2.997739461636795831e-15,3.463444313222407403e-15,2.384428315852458203e-14,3.463444313222407403e-15,5.887153034753609225e-15,3.323682723780407851e-14,2.384428315852458203e-14,3.323682723780407851e-14,2.476978991763586407e-14
1.236685600418901064e-14,1.421762137137880169e-14,9.776766491726212913e-14,1.421762137137880169e-14,2.422594690449233459e-14,1.360921286185182439e-13,9.776766491726212913e-14,1.360921286185182439e-13,1.016070181801780799e-13
1.967902210370355093e-14,2.255548708815638843e-14,1.554479926632079010e-13,2.255548708815638843e-14,3.848513010334452237e-14,2.164201391684985257e-13,1.554479926632079010e-13,2.164201391684985257e-13,1.615737860612302724e-13
2.166406025122967519e-14,2.480761684088142936e-14,1.710955983221599090e-13,2.480761684088142936e-14,4.234616993898033337e-14,2.382115344157354432e-13,1.710955983221599090e-13,2.382115344157354432e-13,1.778417006382403977e-13
1.788874056870554035e-14,2.048048621323776354e-14,1.412754030243160563e-13,2.048048621323776354e-14,3.496376332608107094e-14,1.966960562768405622e-13,1.412754030243160563e-13,1.966960562768405622e-13,1.468437075723005160e-13
9.812995035319049284e-15,1.122494651997583969e-14,7.755011623865668930e-14,1.122494651997583969e-14,1.917010266648266245e-14,1.080180466136832230e-13,7.755011623865668930e-14,1.080180466136832230e-13,8.060964448363027248e-14
1.615954363961153375e-15,1.852820181068691530e-15,1.294079930375483206e-14,1.852820181068691530e-15,3.158768223300579607e-15,1.810394146057474219e-14,1.294079930375483206e-14,1.810394146057474219e-14,1.345438224383967821e-14
2.055096524655563252e-15,2.349816307447793052e-15,1.632172248870979988e-14,2.349816307447793052e-15,4.013355645145688602e-15,2.278847303240320356e-14,1.632172248870979988e-14,2.278847303240320356e-14,1.696937182763328509e-14
2.477561229151971122e-14,2.833585040320130312e-14,1.955048404998929636e-13,2.833585040320130312e-14,4.839924813488818178e-14,2.721650208163791538e-13,1.955048404998929636e-13,2.721650208163791538e-13,2.032214974490858343e-13
7.947373702863475832e-14,9.089356406626980043e-14,6.268262001652455775e-13,9.089356406626980043e-14,1.552546735956687235e-13,8.724032761803216773e-13,6.268262001652455775e-13,8.724032761803216773e-13,6.515429486559351597e-13
1.390917685315968051e-13,1.590593436472790067e-13,1.096791595556053271e-12,1.590593436472790067e-13,2.717046084207008302e-13,1.526344621006198712e-12,1.096791595556053271e-12,1.526344621006198712e-12,1.140028135868303923e-12
1.026801819905607078e-13,1.174025532565859311e-13,8.094646401535266592e-13,1.174025532565859311e-13,2.005611114210459772e-13,1.126384947248613633e-12,8.094646401535266592e-13,1.126384947248613633e-12,8.413637578175600793e-13
6.225086731585299751e-15,7.136060600322308971e-15,4.935225588911293078e-14,7.136060600322308971e-15,1.217560277809635515e-14,6.877817817850226991e-14,4.935225588911293078e-14,6.877817817850226991e-14,5.130335442927447841e-14
1.095912854780242582e-12,1.253251842460870712e-12,8.630763223508648805e-12,1.253251842460870712e-12,2.140806646238438299e-12,1.200460354201143254e-11,8.630763223508648805e-12,1.200460354201143254e-11,8.970849083735502817e-12
5.237937152896491019e-12,5.988585084950932702e-12,4.116421144222871203e-11,5.988585084950932702e-12,1.023075371760643626e-11,5.721307813146080497e-11,4.116421144222871203e-11,5.721307813146080497e-11,4.278576473941082271e-11
1.700640319085724958e-12,1.943595542786841447e-12,1.330336936751957402e-11,1.943595542786841447e-12,3.321011588313063925e-12,1.846063336758909966e-11,1.330336936751957402e-11,1.846063336758909966e-11,1.382740928053938817e-11
7.672980360428923452e-11,8.761258836429423497e-11,5.942676881471685785e-10,8.761258836429423497e-11,1.497635523318590879e-10,8.219333016689222833e-10,5.942676881471685785e-10,8.219333016689222833e-10,6.177161935633675185e-10
1.040060673774644660e-09,1.185112883314413931e-09,7.885493745340817712e-09,1.185112883314413931e-09,2.027750319695974658e-09,1.083014038608499415e-08,7.885493745340817712e-09,1.083014038608499415e-08,8.198029271338834757e-09
1.306534196147775768e-09,1.481836893825074153e-09,9.505072704632555298e-09,1.481836893825074153e-09,2.540923160019195103e-09,1.287587457811168630e-08,9.505072704632555298e-09,1.287587457811168630e-08,9.886547344586006865e-09
6.588888372214813271e-09,7.402908812644028133e-09,4.469755906695231906e-08,7.402908812644028133e-09,1.274968914308763314e-08,5.909582832601925578e-08,4.469755906695231906e-08,5.909582832601925578e-08,4.654529154193839074e-08
1.263342696911317634e-07,1.397892719510652549e-07,7.770170376215969323e-07,1.397892719510652549e-07,2.424879696987208537e-07,9.901509951698625762e-07,7.770170376215969323e-07,9.901509951698625762e-07,8.109333059345808375e-07
1.915110399540802392e-07,2.080201193903209488e-07,1.054241509907027355e-06,2.080201193903209488e-07,3.640319051264556528e-07,1.281915814361142386e-06,1.054241509907027355e-06,1.281915814361142386e-06,1.103765003352456678e-06
6.841387630382318079e-08,7.302572487606950099e-08,3.394587344919070358e-07,7.302572487606950099e-08,1.288687290748384682e-07,3.925703810805845240e-07,3.394587344919070358e-07,3.925703810805845240e-07,3.566589575521996187e-07
2.365751132663765559e-06,2.488786676155981699e-06,1.077572187891772036e-05,2.488786676155981699e-06,4.423021462687326552e-06,1.189324663006533151e-05,1.077572187891772036e-05,1.189324663006533151e-05,1.135933573777689710e-05
3.542827405194034897e-06,3.690234042414929970e-06,1.511156852685143736e-05,3.690234042414929970e-06,6.590169551337849469e-06,1.602119419274137673e-05,1.511156852685143736e-05,1.602119419274137673e-05,1.597082040469157397e-05
5.086016637884461749e-14,2.058182534168622294e-13,3.436295325257644381e-13,2.058182534168622294e-13,3.751930035662348768e-13,2.305137118892808172e-13,3.436295325257644381e-13,2.305137118892808172e-13,2.926880049433590674e-13
9.244222285798505364e-06,9.723938016919724496e-06,3.666749792632269109e-05,9.723938016919724496e-06,1.728376540253916704e-05,3.658389906304922043e-05,3.666749792632269109e-05,3.658389906304922043e-05,3.871443839468186661e-05
1.671760842415806979e-05,1.792523604054050549e-05,6.608039680830698798e-05,1.792523604054050549e-05,3.156849556282944008e-05,6.502567559800776268e-05,6.608039680830698798e-05,6.502567559800776268e-05,6.951229586255656229e-05
1.417825331402289499e-06,1.551915954325300439e-06,5.734563118939110883e-06,1.551915954325300439e-06,2.706346271296159204e-06,5.685405584853958873e-06,5.734563118939110883e-06,5.685405584853958873e-06,6.007789489077130593e-06
1.323272086665898787e-05,1.475574295691684582e-05,5.612628849352180749e-05,1.475574295691684582e-05,2.550727929094771782e-05,5.722975946264485569e-05,5.612628849352180749e-05,5.722975946264485569e-05,5.859345068646692594e-05
3.466579705888703271e-05,3.932591299456569876e-05,1.563849594333498508e-04,3.932591299456569876e-05,6.743561859053303882e-05,1.655048027898390196e-04,1.563849594333498508e-04,1.655048027898390196e-04,1.627699938969788508e-04
8.774957296164750389e-06,1.013513934745419629e-05,4.227814881703656524e-05,1.013513934745419629e-05,1.723554675242336545e-05,4.640270140534998673e-05,4.227814881703656524e-05,4.640270140534998673e-05,4.387663807093485205e-05
1.018806639940728700e-05,1.199194568442374393e-05,5.241581939191381580e-05,1.199194568442374393e-05,2.021693701479652114e-05,5.944679019458501727e-05,5.241581939191381580e-05,5.944679019458501727e-05,5.424371155871556346e-05
5.527311372812985022e-05,6.610853420519089091e-05,3.016673238979442019e-04,6.610853420519089091e-05,1.106427618033050243e-04,3.517285604050329165e-04,3.016673238979442019e-04,3.517285604050329165e-04,3.115170566326363306e-04
3.102298274086998645e-05,3.743604031915680506e-05,1.772796070398306961e-04,3.743604031915680506e-05,6.240283140981144300e-05,2.112116521016392827e-04,1.772796070398306961e-04,2.112116521016392827e-04,1.828913939487948311e-04
5.523375868502658624e-06,6.672812044631523146e-06,3.266313040951599931e-05,6.672812044631523146e-06,1.111751316538546021e-05,3.959969927798176996e-05,3.266313040951599931e-05,3.959969927798176996e-05,3.370330101640663085e-05
1.269067685302130010e-04,1.526727868443472104e-04,7.713539032548141642e-04,1.526727868443472104e-04,2.548341193949599627e-04,9.495555128869139676e-04,7.713539032548141642e-04,9.495555128869139676e-04,7.966119385002526842e-04
1.685939520913269781e-04,2.016828854577248128e-04,1.046940593833816865e-03,2.016828854577248128e-04,3.374947745777610668e-04,1.304720680637171289e-03,1.046940593833816865e-03,1.304720680637171289e-03,1.082270278193313848e-03
7.667816233074422513e-11,1.179215172681031764e-08,1.789161249277630738e-08,1.179215172681031764e-08,1.462408662163504154e-08,1.233439592921214168e-08,1.789161249277630738e-08,1.233439592921214168e-08,1.156311884301679705e-08
