start_time,Preallocation,Theta0,POD_Real,POD_Imag,Theta1,ROM,SolvedSmallerSystem,Real_Part,Imag_Part,Tensors
1714642465.7188363,1714643383.3318474,1714647103.4850438,1714650929.2893074,1714651213.4893208,1714651213.4991903,1714651559.192876,1714651559.2229764,1714651650.0745072,1714651868.6090214,1714651868.626571
