start_time,Preallocation,Theta0,POD_Real,POD_Imag,Theta1,ROM,SolvedSmallerSystem,Real_Part,Imag_Part,Tensors
1716191259.005201,1716192041.1550615,1716192943.8409767,1716196846.289411,1716197110.08162,1716197110.0824032,1716197310.020744,1716197310.0283704,1716197391.1845021,1716197585.995939,1716197586.0051017
