start_time,Preallocation,Theta0,POD_Real,POD_Imag,Theta1,ROM,SolvedSmallerSystem,Real_Part,Imag_Part,Tensors
1715370779.602903,1715372854.7262068,1715373297.9526083,1715376055.8907983,1715376285.3680177,1715376285.3693228,1715376426.7823715,1715376426.7978961,1715376536.502055,1715376720.143324,1715376720.1548102
