start_time,Preallocation,Theta0,POD_Real,POD_Imag,Theta1,ROM,SolvedSmallerSystem,Real_Part,Imag_Part,Tensors
1714616348.7631555,1714616455.3048584,1714616599.3599455,1714617185.1854649,1714617243.716279,1714617243.7175791,1714617301.7729592,1714617301.78887,1714617319.9936078,1714617366.1848273,1714617366.2003555
