start_time,Preallocation,Theta0,POD_Real,POD_Imag,Theta1,ROM,SolvedSmallerSystem,Real_Part,Imag_Part,Tensors
1714403996.8681324,1714404306.852256,1714404420.068799,1714404867.7521973,1714404902.1471064,1714404902.1484056,1714404947.356608,1714404947.3734722,1714404960.0231037,1714404985.4823978,1714404985.4929008
