start_time,Preallocation,Theta0,POD_Real,POD_Imag,Theta1,ROM,SolvedSmallerSystem,Real_Part,Imag_Part,Tensors
1714482280.4662085,1714482805.0416288,1714483991.6818626,1714485193.5694125,1714485276.8655982,1714485276.8669112,1714485389.357551,1714485389.374145,1714485419.755895,1714485484.1135848,1714485484.124032
