start_time,Preallocation,Theta0,POD_Real,POD_Imag,Theta1,ROM,SolvedSmallerSystem,Real_Part,Imag_Part,Tensors
1714283745.63971,1714284204.9093194,1714286778.3479378,1714289072.889955,1714289327.8659728,1714289327.8672225,1714289577.6149712,1714289577.632592,1714289655.7578425,1714289862.1636865,1714289862.1735091
