start_time,Preallocation,Theta0,POD_Real,POD_Imag,Theta1,ROM,SolvedSmallerSystem,Real_Part,Imag_Part,Tensors
1714499162.484555,1714499313.9658527,1714499648.332936,1714500323.3410735,1714500407.1511555,1714500407.1524258,1714500493.2929766,1714500493.3062773,1714500520.7319639,1714500589.5103664,1714500589.5208747
