start_time,Preallocation,Theta0,POD_Real,POD_Imag,Theta1,ROM,SolvedSmallerSystem,Real_Part,Imag_Part,Tensors
1714141142.5443032,1714141416.7444482,1714141588.236185,1714142310.5464346,1714142360.9277742,1714142360.929068,1714142428.6194005,1714142428.6365771,1714142447.7894275,1714142486.9117944,1714142486.921891
