 (1.113794988065217250e-16+5.086843717801053936e-14j), (8.619669933087238696e-27-1.341984659510838104e-27j), (-6.566908848567930990e-29+2.302812979556216051e-24j), (8.619669933087238696e-27-1.341984659510838104e-27j), (1.114433175181605017e-16+4.114075088440177999e-14j), (2.929918556329485221e-23-2.720568207077573348e-19j), (-6.566908848567930990e-29+2.302812979556216051e-24j), (2.929918556329485221e-23-2.720568207077573348e-19j), (1.114433335995637656e-16+4.113985731566444806e-14j)
 (1.113319487978070375e-16+5.594621489008592499e-14j), (1.002142925437627404e-26-1.600547150815222217e-27j), (1.088824365234332318e-28+2.533073168969225584e-24j), (1.002142925437627404e-26-1.600547150815222217e-27j), (1.114091277285660912e-16+4.524749367279548450e-14j), (2.938882567050246161e-23-2.992140303918855923e-19j), (1.088824365234332318e-28+2.533073168969225584e-24j), (2.938882567050246161e-23-2.992140303918855923e-19j), (1.114091445503017808e-16+4.524651090654576892e-14j)
 (1.112744319298284928e-16+6.153086538852303893e-14j), (1.159687420195955006e-26-1.884845396989125736e-27j), (2.740238463984946251e-28+2.786319153972870415e-24j), (1.159687420195955006e-26-1.884845396989125736e-27j), (1.113677721963166595e-16+4.976417881813824665e-14j), (2.949721291781467177e-23-3.290821196299616100e-19j), (2.740238463984946251e-28+2.786319153972870415e-24j), (2.949721291781467177e-23-3.290821196299616100e-19j), (1.113677894857594256e-16+4.976309795051161096e-14j)
 (1.112048590697706847e-16+6.767298561474477825e-14j), (1.337033312085204588e-26-2.197235604055192162e-27j), (4.236046302289905021e-28+3.064845572385282897e-24j), (1.337033312085204588e-26-2.197235604055192162e-27j), (1.113177472547969239e-16+5.473172749424431826e-14j), (2.962834153723976008e-23-3.619316933511996977e-19j), (4.236046302289905021e-28+3.064845572385282897e-24j), (2.962834153723976008e-23-3.619316933511996977e-19j), (1.113177664600907283e-16+5.473053873258226983e-14j)
 (1.111207031859973538e-16+7.442822318668894660e-14j), (1.537012031459416895e-26-2.540563874402100508e-27j), (5.493169348617782330e-28+3.371176904933482569e-24j), (1.537012031459416895e-26-2.540563874402100508e-27j), (1.112572367202099715e-16+6.019514569915205493e-14j), (2.978688231174525327e-23-3.980603687419608178e-19j), (5.493169348617782330e-28+3.371176904933482569e-24j), (2.978688231174525327e-23-3.980603687419608178e-19j), (1.112572575946593724e-16+6.019383827326573136e-14j)
 (1.110189075609825984e-16+8.185778056630206441e-14j), (1.762912621884867911e-26-2.918210348983372930e-27j), (6.398667900013934715e-28+3.708087956452646961e-24j), (1.762912621884867911e-26-2.918210348983372930e-27j), (1.111840432347578425e-16+6.620393200952221710e-14j), (2.997864541513138637e-23-4.377954716496241183e-19j), (6.398667900013934715e-28+3.708087956452646961e-24j), (2.997864541513138637e-23-4.377954716496241183e-19j), (1.111840660809046295e-16+6.620249407413693679e-14j)
 (1.108957747649441356e-16+9.002896955392660262e-14j), (2.018461446513413289e-26-3.332650778926100816e-27j), (6.823803024900768708e-28+4.078631411483965804e-24j), (2.018461446513413289e-26-3.332650778926100816e-27j), (1.110955073106984449e-16+7.281252603781074119e-14j), (3.021059816683429944e-23-4.814970021631107403e-19j), (6.823803024900768708e-28+4.078631411483965804e-24j), (3.021059816683429944e-23-4.814970021631107403e-19j), (1.110955327665466202e-16+7.281094456522703156e-14j)
 (1.107468323574685903e-16+9.901582113330095091e-14j), (2.308248908602382289e-26-3.788104735943279664e-27j), (6.591819467064213934e-28+4.486164660407973979e-24j), (2.308248908602382289e-26-3.788104735943279664e-27j), (1.109884138665937967e-16+8.008080165523934006e-14j), (3.049112360256230698e-23-5.295608962112940503e-19j), (6.591819467064213934e-28+4.486164660407973979e-24j), (3.049112360256230698e-23-5.295608962112940503e-19j), (1.109884422178424396e-16+8.007906231731286487e-14j)
 (1.105666704391316853e-16+1.088997561923682897e-13j), (2.637366860211476531e-26-4.288341864312093315e-27j), (5.515705258134600348e-28+4.934382409718318890e-24j), (2.637366860211476531e-26-4.288341864312093315e-27j), (1.108588726943367682e-16+8.807460944913047854e-14j), (3.083045164811741444e-23-5.824226127412005331e-19j), (5.515705258134600348e-28+4.934382409718318890e-24j), (3.083045164811741444e-23-5.824226127412005331e-19j), (1.108589047669862937e-16+8.807269648745927087e-14j)
 (1.103487451526485419e-16+1.197703231966252868e-13j), (3.012005715178706562e-26-4.837152124751315996e-27j), (3.287149291388874803e-28+5.427341709876425142e-24j), (3.012005715178706562e-26-4.837152124751315996e-27j), (1.107021793042265859e-16+9.686637332932930698e-14j), (3.124086379265192044e-23-6.405610789795577858e-19j), (3.287149291388874803e-28+5.427341709876425142e-24j), (3.124086379265192044e-23-6.405610789795577858e-19j), (1.107022157375517894e-16+9.686426941247855345e-14j)
 (1.100851409963055670e-16+1.317260094983307448e-13j), (3.439285325728510125e-26-5.439680082014359773e-27j), (-3.722222301551096141e-29+5.969513568418693335e-24j), (3.439285325728510125e-26-5.439680082014359773e-27j), (1.105126409108019521e-16+1.065357466889113722e-13j), (3.173728666989889796e-23-7.045030295135914811e-19j), (-3.722222301551096141e-29+5.969513568418693335e-24j), (3.173728666989889796e-23-7.045030295135914811e-19j), (1.105126829362953800e-16+1.065334327553855506e-13j)
 (1.097662833164009990e-16+1.448751336320357825e-13j), (3.927664868762980596e-26-6.100778682399799582e-27j), (-5.915425688448530842e-28+6.565805501064581085e-24j), (3.927664868762980596e-26-6.100778682399799582e-27j), (1.102833741774692892e-16+1.171703340640125132e-13j), (3.233775953608891805e-23-7.748277785074608107e-19j), (-5.915425688448530842e-28+6.565805501064581085e-24j), (3.233775953608891805e-23-7.748277785074608107e-19j), (1.102834220764853940e-16+1.171677891495765928e-13j)
 (1.093805905358193551e-16+1.593368266806326818e-13j), (4.486971225782975776e-26-6.825394135515301623e-27j), (-1.381489890698459228e-27+7.221625081268139219e-24j), (4.486971225782975776e-26-6.825394135515301623e-27j), (1.100060516116167186e-16+1.288664848310491229e-13j), (3.306405873312511455e-23-8.521724682845208231e-19j), (-1.381489890698459228e-27+7.221625081268139219e-24j), (3.306405873312511455e-23-8.521724682845208231e-19j), (1.100061071119350238e-16+1.288636858787753267e-13j)
 (1.089140534869548622e-16+1.752421116030977919e-13j), (5.128993380449642238e-26-7.619210608300512027e-27j), (-2.470345621335309131e-27+7.942910165619428591e-24j), (5.128993380449642238e-26-7.619210608300512027e-27j), (1.096705995690841938e-16+1.417301661321788583e-13j), (3.394257361794268354e-23-9.372378418452736524e-19j), (-2.470345621335309131e-27+7.942910165619428591e-24j), (3.394257361794268354e-23-9.372378418452736524e-19j), (1.096706648865078820e-16+1.417270877835527610e-13j)
 (1.083497265694771300e-16+1.927350903026359043e-13j), (5.867486823773662118e-26-8.489017716779598118e-27j), (-3.930624446298483003e-27+8.736201570497101367e-24j), (5.867486823773662118e-26-8.489017716779598118e-27j), (1.092648343290333505e-16+1.558779229376992895e-13j), (3.500521089512837367e-23-1.030794591598167166e-18j), (-3.930624446298483003e-27+8.736201570497101367e-24j), (3.500521089512837367e-23-1.030794591598167166e-18j), (1.092649110918499080e-16+1.558745373028752115e-13j)
 (1.076671122507264344e-16+2.119742491900614728e-13j), (6.718884691092131759e-26-9.440887564648912885e-27j), (-5.858721729359519974e-27+9.608681677110848172e-24j), (6.718884691092131759e-26-9.440887564648912885e-27j), (1.087740176045267021e-16+1.714379339436286868e-13j), (3.629057525869434381e-23-1.133690341828611811e-18j), (-5.858721729359519974e-27+9.608681677110848172e-24j), (3.629057525869434381e-23-1.133690341828611811e-18j), (1.087741080586766454e-16+1.714342103487530024e-13j)
 (1.068414165525075043e-16+2.331338950708176706e-13j), (7.702537915168084184e-26-1.048173195707210638e-26j), (-8.372936017118378556e-27+1.056825315865087518e-23j), (7.702537915168084184e-26-1.048173195707210638e-26j), (1.081803213434739958e-16+1.885511728707713803e-13j), (3.784532940491853900e-23-1.246857328183032645e-18j), (-8.372936017118378556e-27+1.056825315865087518e-23j), (3.784532940491853900e-23-1.246857328183032645e-18j), (1.081804283552245676e-16+1.885470775800799221e-13j)
 (1.058426484820075092e-16+2.564057343647633636e-13j), (8.841527567360385428e-26-1.161960700584855495e-26j), (-1.160696262265196888e-26+1.162361267004938336e-23j), (8.841527567360385428e-26-1.161960700584855495e-26j), (1.074621824906691573e-16+2.073726856868048657e-13j), (3.972593548595566664e-23-1.371320843722946999e-18j), (-1.160696262265196888e-26+1.162361267004938336e-23j), (3.972593548595566664e-23-1.371320843722946999e-18j), (1.074623091253650806e-16+2.073681815969377840e-13j)
 (1.046345306962888388e-16+2.820006099664524227e-13j), (1.016314637395360055e-25-1.286073721338149461e-26j), (-1.573526883995621312e-26+1.278432324691027331e-23j), (1.016314637395360055e-25-1.286073721338149461e-26j), (1.065935154205762052e-16+2.280729953227725785e-13j), (4.200070919254386932e-23-1.508208528076855849e-18j), (-1.573526883995621312e-26+1.278432324691027331e-23j), (4.200070919254386932e-23-1.508208528076855849e-18j), (1.065936664353783715e-16+2.280680416266848100e-13j)
